dataset_id	enabled	title	organism	genome_build	counts_url	counts_filename	miniml_url	miniml_filename	annotation_url	annotation_filename	sample_id_field	feature_id_column	annotation_source_column	annotation_target_column	group_characteristic	covariates	condition_a_values	condition_b_values	condition_a_label	condition_b_label	signature_name	landing_page_url
GSE76453	false	Estrogen response in MCF-7 cells across ZNF143 backgrounds	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE76453&file=GSE76453_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE76453_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76453/miniml/GSE76453_family.xml.tgz	GSE76453_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	transfection	10 uM 17-beta oestradiol for 3 hours	vehicle	estrogen	vehicle	GSE76453_MCF7_estrogen_vs_vehicle	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76453
GSE182261	true	NIK knockdown in lung-metastatic LM05 breast cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE182261&file=GSE182261_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE182261_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE182nnn/GSE182261/miniml/GSE182261_family.xml.tgz	GSE182261_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype/variation		NIK knockdown	Control	nik_knockdown	shrna_control	GSE182261_LM05_NIK_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182261
GSE256536	true	LINC00894 knockdown in BE(2)-M17 neuroblast cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE256536&file=GSE256536_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE256536_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE256nnn/GSE256536/miniml/GSE256536_family.xml.tgz	GSE256536_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype		LINC00894 knockdown	NC	linc00894_knockdown	crispr_control	GSE256536_M17_LINC00894_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE256536
GSE237011	true	FASN knockdown in primary human chondrocytes	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE237011&file=GSE237011_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE237011_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE237nnn/GSE237011/miniml/GSE237011_family.xml.tgz	GSE237011_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment		FASN SiRNA transfection	Negetive SiRNA transfection	fasn_knockdown	sirna_control	GSE237011_chondrocyte_FASN_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE237011
GSE151774	true	Dasatinib response in Nalm6-stimulated CD19 CAR T cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE151774&file=GSE151774_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE151774_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151774/miniml/GSE151774_family.xml.tgz	GSE151774_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatmemt		Nalm6 treated CART+dasatinib30nM	Nalm6 treated CART	dasatinib	nalm6_stimulated	GSE151774_CAR_T_dasatinib_vs_Nalm6_stimulated	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151774
GSE209655	false	NUP93 knockdown in primary human neonatal keratinocytes	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE209655&file=GSE209655_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE209655_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE209nnn/GSE209655/miniml/GSE209655_family.xml.tgz	GSE209655_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment		NUP93 shRNA	Ctrl shRNA	nup93_knockdown	shrna_control	GSE209655_keratinocyte_NUP93_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE209655
GSE198434	true	Aspirin response in human colonic organoids	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE198434&file=GSE198434_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE198434_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE198nnn/GSE198434/miniml/GSE198434_family.xml.tgz	GSE198434_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM5946823,GSM5946824,GSM5946825	GSM5946820,GSM5946821,GSM5946822	aspirin	dmso	GSE198434_colonic_organoid_aspirin_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198434
GSE228524	false	Albiflorin and paeoniflorin combination response in A549 cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE228524&file=GSE228524_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE228524_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE228nnn/GSE228524/miniml/GSE228524_family.xml.tgz	GSE228524_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment		combination of albiflorin 5 uM and paeoniflorin 5 uM	0.1% DMSO	albiflorin_paeoniflorin	dmso	GSE228524_A549_albiflorin_paeoniflorin_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE228524
GSE128191	true	Nutlin-3a response in human neural crest cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE128191&file=GSE128191_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE128191_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128191/miniml/GSE128191_family.xml.tgz	GSE128191_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM3666632,GSM3666636,GSM3666640	GSM3666631,GSM3666635,GSM3666639	nutlin3a	dmso	GSE128191_hNCC_Nutlin3a_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128191
GSE182759	true	15.5K knockdown in HEK293T cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE182759&file=GSE182759_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE182759_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE182nnn/GSE182759/miniml/GSE182759_family.xml.tgz	GSE182759_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype		sh15.5K-1,sh15.5K-2	shNC	15_5k_knockdown	shrna_control	GSE182759_HEK293T_15_5K_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182759
GSE214212	true	CHD6 knockdown in C4-2 prostate cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE214212&file=GSE214212_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE214212_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE214nnn/GSE214212/miniml/GSE214212_family.xml.tgz	GSE214212_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6601088,GSM6601089,GSM6601090,GSM6601091,GSM6601092,GSM6601093	GSM6601085,GSM6601086,GSM6601087	chd6_knockdown	shrna_control	GSE214212_C4_2_CHD6_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE214212
GSE132245	true	CPI-203 response in OCI-AML3 cells across p53 backgrounds	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE132245&file=GSE132245_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE132245_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132245/miniml/GSE132245_family.xml.tgz	GSE132245_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	drug treatment	gene_knockdown	CPI-203 (200nM)	DMSO	cpi_203	dmso	GSE132245_OCI_AML3_CPI_203_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE132245
GSE123861	true	SIN3A knockdown in HEK293T cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE123861&file=GSE123861_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE123861_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123861/miniml/GSE123861_family.xml.tgz	GSE123861_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__title__		Sin3A RNAi knockdown replicate 1,Sin3A RNAi knockdown replicate 2,Sin3A RNAi knockdown replicate 3	Control replicate 1,Control replicate 2,Control replicate 3	sin3a_knockdown	sirna_control	GSE123861_HEK293T_SIN3A_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE123861
GSE160819	true	DROSHA knockdown in K562 cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE160819&file=GSE160819_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE160819_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160819/miniml/GSE160819_family.xml.tgz	GSE160819_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	crispr		DROSHA	non-specific,non-pecific	drosha_knockdown	crispr_control	GSE160819_K562_DROSHA_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160819
GSE102237	true	Hydroxyurea and nocodazole response in 226LDM breast cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE102237&file=GSE102237_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE102237_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102237/miniml/GSE102237_family.xml.tgz	GSE102237_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM2731540,GSM2731541,GSM2731542	GSM2731537,GSM2731538,GSM2731539	cell_cycle_arrest	untreated	GSE102237_226LDM_hydroxyurea_nocodazole_vs_untreated	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102237
GSE225644	true	PAI-039 response in human coronary artery smooth muscle cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE225644&file=GSE225644_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE225644_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE225nnn/GSE225644/miniml/GSE225644_family.xml.tgz	GSE225644_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment		PAI-039	Vehicle Control	pai_039	vehicle_control	GSE225644_HCASMC_PAI_039_vs_vehicle	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225644
GSE152418	true	PBMC RNA-seq in acute COVID-19 versus healthy controls	human	hg38	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152418/suppl/GSE152418_p20047_Study1_RawCounts.txt.gz	GSE152418_p20047_Study1_RawCounts.txt.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152418/miniml/GSE152418_family.xml.tgz	GSE152418_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	title	ENSEMBLID	EnsemblGeneID	Symbol	disease state		COVID-19	Healthy	covid19	healthy	GSE152418_PBMC_COVID19_vs_healthy	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE152418
GSE114765	true	N-acetyl cysteine treatment of activated human CD8 T cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE114765&file=GSE114765_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE114765_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114765/miniml/GSE114765_family.xml.tgz	GSE114765_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treated with		N-acetyl cysteine (NAC)	none (control)	nac_treated	control	GSE114765_CD8_T_cell_NAC_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE114765
GSE152546	true	NSD3 knockdown in MDA-MB-231 breast cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE152546&file=GSE152546_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE152546_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152546/miniml/GSE152546_family.xml.tgz	GSE152546_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	shRNA		shNSD3	shCon	nsd3_knockdown	shrna_control	GSE152546_MDA_MB_231_NSD3_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE152546
GSE157103	true	Leukocyte RNA-seq in hospitalized COVID-19 versus non-COVID-19 patients	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE157103&file=GSE157103_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE157103_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157103/miniml/GSE157103_family.xml.tgz	GSE157103_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	disease state		COVID-19	non-COVID-19	covid19	non_covid19	GSE157103_leukocyte_COVID19_vs_non_COVID19	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157103
GSE191314	false	Isoxazole derivative 2b treatment of MCF-7 breast cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE191314&file=GSE191314_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE191314_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE191nnn/GSE191314/miniml/GSE191314_family.xml.tgz	GSE191314_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	time	2b treated	untreated (control)	compound_2b	vehicle_control	GSE191314_MCF7_compound_2b_vs_vehicle	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE191314
GSE247417	true	Heat-shock response in control and CLK2-expressing HeLa cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE247417&file=GSE247417_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE247417_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE247nnn/GSE247417/miniml/GSE247417_family.xml.tgz	GSE247417_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	genotype	Heat shock	Untreated	heat_shock	untreated	GSE247417_HeLa_heat_shock_vs_untreated	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE247417
GSE109182	true	IL-1 beta response in primary epidermal keratinocytes	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE109182&file=GSE109182_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE109182_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109182/miniml/GSE109182_family.xml.tgz	GSE109182_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	batch,cell_line	IL1B	CTL	il1b	control	GSE109182_keratinocyte_IL1B_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109182
GSE117106	true	RUVBL2 knockdown in THP1 acute myeloid leukemia cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE117106&file=GSE117106_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE117106_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117106/miniml/GSE117106_family.xml.tgz	GSE117106_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	agent	time_point	doxycycline	none	ruvbl2_knockdown	untreated	GSE117106_THP1_RUVBL2_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE117106
GSE161969	false	Decidual RNA-seq in recurrent pregnancy loss versus controls	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE161969&file=GSE161969_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE161969_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE161nnn/GSE161969/miniml/GSE161969_family.xml.tgz	GSE161969_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	subject status		recurrent pregnancy loss (RPL)	control	recurrent_pregnancy_loss	control	GSE161969_decidua_RPL_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161969
GSE164637	true	Doxorubicin response in patient-derived cardiomyocytes	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE164637&file=GSE164637_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE164637_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164637/miniml/GSE164637_family.xml.tgz	GSE164637_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	rs2229774_genotype	1 µM DOX	NO	doxorubicin	vehicle	GSE164637_cardiomyocyte_doxorubicin_vs_vehicle	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164637
GSE179747	false	Lnc-PINK1-2:5 overexpression in influenza-infected A549 cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE179747&file=GSE179747_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE179747_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179747/miniml/GSE179747_family.xml.tgz	GSE179747_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype		lnc-PINK1-2:5-overexpression	vector control	lnc_pink1_overexpression	vector_control	GSE179747_A549_lnc_PINK1_overexpression_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE179747
GSE178521	true	PRMT5 knockdown in NCI-H460 lung adenocarcinoma cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE178521&file=GSE178521_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE178521_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE178nnn/GSE178521/miniml/GSE178521_family.xml.tgz	GSE178521_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype		PRMT5 knockdown	control	prmt5_knockdown	control	GSE178521_NCI_H460_PRMT5_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178521
GSE198478	true	Butyrate response in human T84 intestinal epithelial cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE198478&file=GSE198478_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE198478_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE198nnn/GSE198478/miniml/GSE198478_family.xml.tgz	GSE198478_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__title__		T84 cells_Butyrate_1,T84 cells_Butyrate_2,T84 cells_Butyrate_3,T84 cells_Butyrate_4,T84 cells_Butyrate_5,T84 cells_Butyrate_6	T84 cells_Control_1,T84 cells_Control_2,T84 cells_Control_3,T84 cells_Control_4,T84 cells_Control_5,T84 cells_Control_6	butyrate	vehicle_control	GSE198478_T84_butyrate_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198478
GSE70084	false	Mechanical strain response in normal human epidermal keratinocytes	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE70084&file=GSE70084_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE70084_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70084/miniml/GSE70084_family.xml.tgz	GSE70084_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	stress		biaxial cyclic strain at 100 mHz	control	mechanical_strain	control	GSE70084_keratinocyte_mechanical_strain_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70084
GSE75440	true	NORAD knockout in HCT116 colorectal cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE75440&file=GSE75440_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE75440_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75440/miniml/GSE75440_family.xml.tgz	GSE75440_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype		NORAD-/-	wild-type	norad_knockout	wild_type	GSE75440_HCT116_NORAD_knockout_vs_wild_type	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75440
