dataset_id	enabled	title	organism	genome_build	counts_url	counts_filename	miniml_url	miniml_filename	annotation_url	annotation_filename	sample_id_field	feature_id_column	annotation_source_column	annotation_target_column	group_characteristic	covariates	condition_a_values	condition_b_values	condition_a_label	condition_b_label	signature_name	landing_page_url
GSE146017	true	Budesonide response in control airway smooth muscle cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE146017&file=GSE146017_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE146017_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146017/miniml/GSE146017_family.xml.tgz	GSE146017_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	donor	siCTRL-Bud	siCTRL-control	budesonide	control	GSE146017_airway_smooth_muscle_budesonide_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146017
GSE151243	true	Hidradenitis suppurativa lesion versus perilesion skin	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE151243&file=GSE151243_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE151243_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151243/miniml/GSE151243_family.xml.tgz	GSE151243_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	tissue_type	patient_id	Lesion	Perilesion	lesion	perilesion	GSE151243_hidradenitis_lesion_vs_perilesion	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151243
GSE152705	true	Combined Gaq and MEK inhibition versus vehicle in uveal melanoma cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE152705&file=GSE152705_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE152705_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152705/miniml/GSE152705_family.xml.tgz	GSE152705_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM4624189,GSM4624190,GSM4624197,GSM4624198	GSM4624183,GSM4624184,GSM4624191,GSM4624192	combined_inhibition	vehicle	GSE152705_uveal_melanoma_combined_inhibition_vs_vehicle	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE152705
GSE153264	true	AML1-ETO degradation in CD34-positive cord-blood cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE153264&file=GSE153264_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE153264_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153264/miniml/GSE153264_family.xml.tgz	GSE153264_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM4637199,GSM4637200	GSM4637197,GSM4637198	dtag47	dmso	GSE153264_CD34_AML1_ETO_degradation_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153264
GSE155832	true	TGF-beta response in lung epithelial cells and fibroblasts	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE155832&file=GSE155832_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE155832_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155832/miniml/GSE155832_family.xml.tgz	GSE155832_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__	cell_type	GSM4712715,GSM4712716,GSM4712717,GSM4712718,GSM4712727,GSM4712728,GSM4712729,GSM4712730,GSM4712735,GSM4712736,GSM4712737,GSM4712738,GSM4712743,GSM4712744,GSM4712745,GSM4712746	GSM4712711,GSM4712712,GSM4712713,GSM4712714,GSM4712723,GSM4712724,GSM4712725,GSM4712726,GSM4712731,GSM4712732,GSM4712733,GSM4712734,GSM4712739,GSM4712740,GSM4712741,GSM4712742	tgfb1	control_72h	GSE155832_lung_cells_TGFB1_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155832
GSE160761	true	Valproate response in bipolar-disorder iPSC-derived neurons	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE160761&file=GSE160761_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE160761_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160761/miniml/GSE160761_family.xml.tgz	GSE160761_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	subject_id,clone	VPA	H2O	valproate	vehicle	GSE160761_bipolar_neurons_valproate_vs_vehicle	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160761
GSE160917	true	DROSHA knockout in human 293T cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE160917&file=GSE160917_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE160917_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160917/miniml/GSE160917_family.xml.tgz	GSE160917_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM4886546,GSM4886547	GSM4886544,GSM4886545	drosha_knockout	control	GSE160917_293T_DROSHA_knockout_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160917
GSE163597	true	Gefitinib-resistant versus sensitive patient serum exosomes	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE163597&file=GSE163597_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE163597_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE163nnn/GSE163597/miniml/GSE163597_family.xml.tgz	GSE163597_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	sample type		Peripheral blood from patients resistance to gefitinib.	Peripheral blood from patients sensitive to gefitinib.	gefitinib_resistant	gefitinib_sensitive	GSE163597_serum_exosome_gefitinib_resistant_vs_sensitive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163597
GSE164073	true	SARS-CoV-2 infection response in human ocular tissues	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE164073&file=GSE164073_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE164073_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164073/miniml/GSE164073_family.xml.tgz	GSE164073_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	infection	tissue	SARS-CoV-2, MOI = 1.0	mock	sars_cov_2	mock	GSE164073_ocular_tissue_SARS_CoV2_vs_mock	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164073
GSE196469	true	Cardiac progenitor-cell extracellular-vesicle response in THP-1 monocytes	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE196469&file=GSE196469_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE196469_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE196nnn/GSE196469/miniml/GSE196469_family.xml.tgz	GSE196469_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM5884725,GSM5884726,GSM5884727	GSM5884722,GSM5884723,GSM5884724	cpc_sev	untreated	GSE196469_THP1_CPC_sEV_vs_untreated	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196469
GSE197505	true	Alzheimer disease versus normal brain extracellular vesicles	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE197505&file=GSE197505_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE197505_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE197nnn/GSE197505/miniml/GSE197505_family.xml.tgz	GSE197505_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM5918752,GSM5918753,GSM5918754,GSM5918755,GSM5918756,GSM5918757,GSM5918758,GSM5918759	GSM5918742,GSM5918743,GSM5918744,GSM5918745,GSM5918747,GSM5918748,GSM5918749,GSM5918750,GSM5918751	alzheimer_disease	normal	GSE197505_brain_EV_Alzheimer_vs_normal	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197505
GSE202345	true	Cardiac progenitor cells versus matched extracellular vesicles	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE202345&file=GSE202345_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE202345_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE202nnn/GSE202345/miniml/GSE202345_family.xml.tgz	GSE202345_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__	patient_id	GSM6111649,GSM6111657,GSM6111662,GSM6111664,GSM6111665,GSM6111667,GSM6111669	GSM6111679,GSM6111686,GSM6111691,GSM6111693,GSM6111694,GSM6111695,GSM6111697	cardiac_progenitor_cells	extracellular_vesicles	GSE202345_cardiac_progenitor_cells_vs_EV	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202345
GSE210070	true	Caspase-10 knockout versus control in PMA-treated U937 cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE210070&file=GSE210070_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE210070_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210070/miniml/GSE210070_family.xml.tgz	GSE210070_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6416078,GSM6416079,GSM6416080	GSM6416100,GSM6416101,GSM6416102	caspase10_knockout	wild_type	GSE210070_U937_CASP10_knockout_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210070
GSE212591	true	Azacitidine response across KMT2A-rearranged infant ALL cell lines	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE212591&file=GSE212591_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE212591_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE212nnn/GSE212591/miniml/GSE212591_family.xml.tgz	GSE212591_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__	cell_line	GSM6538129,GSM6538130,GSM6538131,GSM6538132,GSM6538133,GSM6538134,GSM6538135,GSM6538136,GSM6538137,GSM6538138,GSM6538139,GSM6538140,GSM6538141,GSM6538142,GSM6538143,GSM6538144,GSM6538145,GSM6538146	GSM6538112,GSM6538113,GSM6538114,GSM6538115,GSM6538116,GSM6538117,GSM6538118,GSM6538119,GSM6538120,GSM6538121,GSM6538122,GSM6538123,GSM6538124,GSM6538125,GSM6538126,GSM6538128	azacitidine	control	GSE212591_KMT2A_ALL_azacitidine_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212591
GSE200291	false	Anti-TNF/IL-6 nanobody response in rheumatoid-arthritis FLS/T-cell cocultures	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE200291&file=GSE200291_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE200291_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200291/miniml/GSE200291_family.xml.tgz	GSE200291_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	fls_donor,blood_t_cell_donor	anti-TNF/IL-6 NANOBODY® VHH	NANOBODY® isotype control	anti_tnf_il6_nanobody	nanobody_isotype_control	GSE200291_RA_FLS_T_cell_anti_TNF_IL6_nanobody_vs_isotype	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200291
